lista,participantes,par,nomes,transcript,mantem,motivo
2,2z,parB.pontudo,Riristopononimadesmate,hi-ris-to-po-no-ni-ma-des-'ma-te,s,
2,2aa,parB.pontudo,zupi,zu-'pi,s,
2,2bb,parB.pontudo,Réliz,he-lis,s,
2,2dd,parB.pontudo,zizizi,zi-zi-'zi,s,
2,2ee,parB.pontudo,respe,hes-pe,s,
2,2ff,parB.pontudo,Tree,tre-e,n,outro
2,2gg,parB.pontudo,conda,k~o-da,s,
2,2hh,parB.pontudo,minono,mi-'no-no,s,
2,2ii,parB.pontudo,Vomarim,vo-ma-'r~i,s,
2,2jj,parB.pontudo,zimbaska,z~i-'bas-ka,s,
2,2a,parB.redondo,Cemptróquio,s~e-pi-'tro-kio,s,
2,2b,parB.redondo,Firculito,fiR-ku-'li-to,s,
2,2c,parB.redondo,Gule,gu-le,s,
2,2d,parB.redondo,guoul,gu'ouw,n,ortografia
2,2e,parB.redondo,vlooo,vlo-'o-o,n,outro
2,2f,parB.redondo,xírena,Si-re-na,s,
2,2g,parB.redondo,Bleu,blew,s,
2,2h,parB.redondo,Vom,v~o,s,
2,2i,parB.redondo,Qaguikê,qa-gi-'ke,s,
2,2j,parB.redondo,xitaca,Si-'ta-ka,s,
2,2k,parB.redondo,Hipnose,i-pi-'no-ze,n,palavra do pb
2,2l,parB.redondo,Azuos,a-'zu-os,s,
2,2m,parB.redondo,Solite,so-'li-te,s,
2,2n,parB.redondo,Zotrúia,zo-'tru-ia,s,
2,2o,parB.redondo,Marto,maR-to,s,
2,2p,parB.redondo,Marameru,ma-ra-me-'ru,s,
2,2q,parB.redondo,Lambelgo,l~a-'bew-go,s,
2,2r,parB.redondo,Blonte,bl~o-te,s,
2,2s,parB.redondo,gualum,gwa-'l~u,s,
2,2t,parB.redondo,Cofibune,ko-fi-'bu-ne,s,
2,2u,parB.redondo,Gatarca,ga-'taR-ka,s,
2,2v,parB.redondo,Ilucirculos,i-lu-siR-'ku-los,n,palavra do pb
2,2w,parB.redondo,Tanani,ta-na-'ni,s,
2,2y,parB.redondo,Colivus,ko-li-'vus,s,
2,2z,parB.redondo,Ciciutinamidastirena,si-siw-ti-na-mi-das-ti-'re-na,s,
2,2aa,parB.redondo,colunu,ko-lu-'nu,s,
2,2bb,parB.redondo,Tontorizador,t~o-to-ri-za-'doR,n,palavra do pb
2,2dd,parB.redondo,ombom,~o-b~o,s,
2,2ee,parB.redondo,jinomini,Zi-no-mi-'ni,s,
2,2ff,parB.redondo,Zull,zuw,n,ortografia
2,2gg,parB.redondo,azonzô,a-z~o-'zo,s,
2,2hh,parB.redondo,otime,o-'ti-me,s,
2,2ii,parB.redondo,Prareslofe,pra-res-'lo-fe,s,
2,2jj,parB.redondo,pasfuca,pas-'fu-ka,s,
2,2a,parC.pontudo,Sucuiute,su-ku-'iw-te,s,
2,2b,parC.pontudo,Larito,la-'ri-to,s,
2,2c,parC.pontudo,Capatinbola,ka-pa-t~i-'bo-la,n,palavra do pb
2,2d,parC.pontudo,vreior,vrej-'oR,s,
2,2e,parC.pontudo,patuta,pa-'tu-ta,s,
2,2f,parC.pontudo,esfríce,es-'fri-se,s,
2,2g,parC.pontudo,Tative,ta-'ti-ve,s,
2,2h,parC.pontudo,Faboz,fa-'bos,s,
2,2i,parC.pontudo,Hizás,i-'zas,s,
2,2j,parC.pontudo,vixega,vi-'Se-ga,s,
2,2k,parC.pontudo,Frango geométrico,fr~a-go Ze-o-'me-tri-ko,n,palavra do pb
2,2l,parC.pontudo,Epilef,e-pi-'le-fi,n,outro
2,2m,parC.pontudo,Atele,a-'te-le,s,
2,2n,parC.pontudo,Furúio,fu-'ru-io,s,
2,2o,parC.pontudo,Bron,br~o,s,
2,2p,parC.pontudo,Papepona,pa-pe-'po-na,s,
2,2q,parC.pontudo,Chápide,Sa-pi-de,s,
2,2r,parC.pontudo,Muntatê,m~u-ta-'te,s,
2,2s,parC.pontudo,pinjas,p~i-Zas,s,
2,2t,parC.pontudo,Cocemebo,ko-se-'me-bo,s,
2,2u,parC.pontudo,Quelato,ke-'la-to,s,
2,2v,parC.pontudo,Raposogudo,ha-po-zo-'gu-do,s,
2,2w,parC.pontudo,Hiupa,iw-pa,s,
2,2y,parC.pontudo,Maba,ma-ba,s,
2,2z,parC.pontudo,Quespajenidaderisaneis,kes-pa-Ze-ni-da-de-ri-za-'nejs,n,
2,2aa,parC.pontudo,cavitri,ka-vi-'tri,s,
2,2bb,parC.pontudo,Picauí,pi-kaw-'i,s,
2,2dd,parC.pontudo,guta,gu-ta,s,
2,2ee,parC.pontudo,tisocu,ti-zo-'ku,s,
2,2ff,parC.pontudo,Ladih,la-dih,n,ortografia
2,2gg,parC.pontudo,mirambo,mi-'r~a-bo,s,
2,2hh,parC.pontudo,trariti,tra-ri-'ti,s,
2,2ii,parC.pontudo,Fateloze,fa-te-'lo-ze,s,
2,2jj,parC.pontudo,ximbusqui,S~i-bus-'ki,s,
2,2a,parC.redondo,Pendoguio,p~e-do-'gio,s,
2,2b,parC.redondo,Boejo,bo-'e-Zo,s,
2,2c,parC.redondo,Loioja,loj-'o-Za,s,
2,2d,parC.redondo,nume,nu-me,s,
2,2e,parC.redondo,glob,glo-bi,n,outro
2,2f,parC.redondo,holobato,o-lo-'ba-to,s,
2,2g,parC.redondo,Tayumi,taju-'mi,n,ortografia
2,2h,parC.redondo,Gajião,ga-Zi-'~aw,s,
2,2i,parC.redondo,Guver,gu-'veR,s,
2,2j,parC.redondo,patamolo,pa-ta-'mo-lo,s,
2,2k,parC.redondo,Dinossauro,di-no-'saw-ro,n,palavra do pb
2,2l,parC.redondo,Serip,se-'ri-pi,n,outro
2,2m,parC.redondo,Lomiste,lo-'mis-te,s,
2,2n,parC.redondo,Burulo,bu-'ru-lo,s,
2,2o,parC.redondo,Sauco,saw-ko,s,
2,2p,parC.redondo,Dorrefifo,do-he-'fi-fo,s,
2,2q,parC.redondo,Blocal,blo-'kaw,s,
2,2r,parC.redondo,Clepô,kle-'po,s,
2,2s,parC.redondo,salu,sa-'lu,s,
2,2t,parC.redondo,Dilasefo,di-la-'ze-fo,s,
2,2u,parC.redondo,Bolata,bo-'la-ta,s,
2,2v,parC.redondo,Amebossauro,a-me-bo-'saw-ro,n,palavra do pb
2,2w,parC.redondo,Uhali,ua-'li,n,ortografia
2,2y,parC.redondo,Dilesques,di-'les-kes,s,
2,2z,parC.redondo,Poulounavinade,pow-low-na-vi-'na-de,n,outro
2,2aa,parC.redondo,corlimu,koR-li-'mu,s,
2,2bb,parC.redondo,Dinomon,di-'no-m~o,s,
2,2dd,parC.redondo,conse,k~o-se,s,
2,2ee,parC.redondo,faliso,fa-'li-zo,s,
2,2ff,parC.redondo,Conolu,ko-no-'lu,s,
2,2gg,parC.redondo,ochondro,o-'S~o-dro,s,
2,2hh,parC.redondo,polamo,po-'la-mo,s,
2,2ii,parC.redondo,Folmarvo,fow-'maR-vo,s,
2,2jj,parC.redondo,nazimba,na-'z~i-ba,s,
2,2a,parD.pontudo,Laduspo,la-'dus-po,s,
2,2b,parD.pontudo,Cipite,si-'pi-te,s,
2,2c,parD.pontudo,Plunamo,plu-'na-mo,s,
2,2d,parD.pontudo,istici,is-ti-'si,s,
2,2e,parD.pontudo,zium,zi-'~u,s,
2,2f,parD.pontudo,plino,pli-no,s,
2,2g,parD.pontudo,Aahe,a-ae,n,ortografia
2,2h,parD.pontudo,Dispa,dis-pa,s,
2,2i,parD.pontudo,Xitono,Si-'to-no,s,
2,2j,parD.pontudo,estadina,es-ta-'di-na,s,
2,2k,parD.pontudo,Ano novo,a-no 'no-vo,n,palavra do pb
2,2l,parD.pontudo,Finie,fi-'ni-e,s,
2,2m,parD.pontudo,Pring,pr~i,n,outro
2,2n,parD.pontudo,Tábix,ta-biS,s,
2,2o,parD.pontudo,Mirca,miR-ka,s,
2,2p,parD.pontudo,Corcorena,koR-ko-'re-na,s,
2,2q,parD.pontudo,Prosal,pro-'zaw,s,
2,2r,parD.pontudo,Chatla,Sa-tla,s,
2,2s,parD.pontudo,iulta,i-'uw-ta,s,
2,2t,parD.pontudo,piselu,pi-ze-'lu,s,
2,2u,parD.pontudo,Fritoca,fri-'to-ka,s,
2,2v,parD.pontudo,Brilhineador,bri-Li-ne-a-'doR,n,palavra do pb
2,2w,parD.pontudo,Plec,ple-c,n,ortografia
2,2y,parD.pontudo,Narcom,naR-k~o,s,
2,2z,parD.pontudo,Istiquinarininira,is-ti-ki-na-ri-ni-'ni-ra,n,outro
2,2aa,parD.pontudo,brino,bri-no,s,
2,2bb,parD.pontudo,Luzeta,lu-'ze-ta,s,
2,2dd,parD.pontudo,fisco,fis-ko,s,
2,2ee,parD.pontudo,tirosa,ti-'ro-za,s,
2,2ff,parD.pontudo,Ciila,si-'i-la,n,ortografia
2,2gg,parD.pontudo,tossolar,to-so-'laR,s,
2,2hh,parD.pontudo,estolico,es-to-'li-ko,s,
2,2ii,parD.pontudo,Fribelaso,fri-be-'la-zo,s,
2,2jj,parD.pontudo,ritoze,hi-'to-ze,s,
2,2a,parD.redondo,Varingo,va-'r~i-go,s,
2,2b,parD.redondo,Tortonho,toR-'to-No,s,
2,2c,parD.redondo,Serequecoia,se-re-ke-'koj-a,s,
2,2d,parD.redondo,xúan,Su-~a,s,
2,2e,parD.redondo,vlau,vlaw,s,
2,2f,parD.redondo,carágura,ka-'ra-gu-ra,s,
2,2g,parD.redondo,Vraoum,vra-'~ow,s,
2,2h,parD.redondo,Baio,baj-o,s,
2,2i,parD.redondo,Suupyh,suu-pih,n,outro
2,2j,parD.redondo,unimelo,u-ni-'me-lo,s,
2,2k,parD.redondo,Ventilador,v~e-ti-la-'doR,n,palavra do pb
2,2l,parD.redondo,Ataro,a-'ta-ro,s,
2,2m,parD.redondo,Suash,su-'a-S,n,outro
2,2n,parD.redondo,Janix,Za-niS,s,
2,2o,parD.redondo,Entiu,~e-'tiw,s,
2,2p,parD.redondo,Pitulana,pi-tu-'la-na,s,
2,2q,parD.redondo,Enol,e-'now,s,
2,2r,parD.redondo,Ispamba,is-'p~a-ba,s,
2,2s,parD.redondo,caru,ka-'ru,s,
2,2t,parD.redondo,Rocará,ho-ka-'ra,s,
2,2u,parD.redondo,Caloto,ka-'lo-to,s,
2,2v,parD.redondo,Redemolinhas,he-de-mo-'li-Nas,n,palavra do pb
2,2w,parD.redondo,Fiiiu,fiiiw,n,outro
2,2y,parD.redondo,Marlumpa,maR-'l~u-pa,s,
2,2z,parD.redondo,Suassevaristinave,su-a-se-va-ris-ti-'na-ve,n,outro
2,2aa,parD.redondo,tufono,tu-'fo-no,s,
2,2bb,parD.redondo,Tunil,tu-'niw,s,
2,2dd,parD.redondo,bolum,bo-'l~u,s,
2,2ee,parD.redondo,reman,he-m~a,s,
2,2ff,parD.redondo,Omolu,o-mo-'lu,s,
2,2gg,parD.redondo,rogínuo,ho-'Zi-nu-o,s,
2,2hh,parD.redondo,sinuana,si-nu-'a-na,s,
2,2ii,parD.redondo,Taripeso,ta-ri-'pe-zo,s,
2,2jj,parD.redondo,druma,dru-ma,s,
2,2a,parE.redondo,Prifa,pri-fa,s,
2,2b,parE.redondo,Relido,he-'li-do,s,
2,2c,parE.redondo,Mismigloia,mis-mi-'gloj-a,s,
2,2d,parE.redondo,ioner,i-o-'neR,s,
2,2e,parE.redondo,mouom,mow~o,s,
2,2f,parE.redondo,nabro,na-bro,s,
2,2g,parE.redondo,Vlow,vlo-w,n,ortografia
2,2h,parE.redondo,Yahue,iawe,n,ortografia
2,2i,parE.redondo,Folyu,fo-'liw,n,ortografia
2,2j,parE.redondo,glovamor,glo-va-'moR,n,palavra do pb
2,2k,parE.redondo,Peixinho,pej-'Si-No,n,palavra do pb
2,2l,parE.redondo,Lertico,leR-'ti-ko,s,
2,2m,parE.redondo,Untico,~u-'ti-ko,s,
2,2n,parE.redondo,Satrúvono,sa-'tru-vo-no,s,
2,2o,parE.redondo,Ontru,~o-'tru,s,
2,2p,parE.redondo,Gigoragora,Zi-go-ra-'go-ra,s,
2,2q,parE.redondo,Loil,lojw,s,
2,2r,parE.redondo,Corato,ko-'ra-to,s,
2,2s,parE.redondo,ortus,oR-'tus,s,
2,2t,parE.redondo,Neinefi,nej-ne-'fi,s,
2,2u,parE.redondo,Fagomo,fa-'go-mo,s,
2,2v,parE.redondo,Trevodondo,tre-vo-'d~o-do,s,
2,2w,parE.redondo,Xiup,Siw-pi,n,ortografia
2,2y,parE.redondo,Estimpufros,es-t~i-'pu-fros,s,
2,2z,parE.redondo,Liolismaxumina,li-o-lis-ma-Su-'mi-na,n,outro
2,2aa,parE.redondo,arcno,aR-ki-no,n,outro
2,2bb,parE.redondo,Linhoral,li-No-'raw,s,
2,2dd,parE.redondo,lumo,lu-mo,s,
2,2ee,parE.redondo,hojumo,o-'Zu-mo,s,
2,2ff,parE.redondo,Novul,no-'vuw,s,
2,2gg,parE.redondo,flunar,flu-'naR,s,
2,2hh,parE.redondo,molunas,mo-'lu-nas,s,
2,2ii,parE.redondo,Redocari,he-do-ka-'ri,s,
2,2jj,parE.redondo,palasca,pa-'las-ka,s,
2,2a,parE.pontudo,Ráscote,has-ko-te,s,
2,2b,parE.pontudo,Iscra,is-kra,s,
2,2c,parE.pontudo,Catrirabibe,ka-tri-ra-'bi-be,s,
2,2d,parE.pontudo,zás-zál,zas 'zaw,s,
2,2e,parE.pontudo,tiatu,ti-a-'tu,s,
2,2f,parE.pontudo,équeli,e-ke-li,s,
2,2g,parE.pontudo,Puerer,pu-e-'reR,s,
2,2h,parE.pontudo,Zema,ze-ma,s,
2,2i,parE.pontudo,Resnin,hes-'n~i,s,
2,2j,parE.pontudo,gitexa,Zi-'te-Sa,s,
2,2k,parE.pontudo,Estrela que deu errado,es-'tre-la ke 'dew e-'ha-do,n,palavra do pb
2,2l,parE.pontudo,Gangelico,g~a-Ze-'li-ko,s,
2,2m,parE.pontudo,Tropim,tro-'p~i,s,
2,2n,parE.pontudo,Conítero,ko-'ni-te-ro,s,
2,2o,parE.pontudo,Crifa,kri-fa,s,
2,2p,parE.pontudo,Humelado,u-me-'la-do,s,
2,2q,parE.pontudo,Zípede,zi-pe-de,s,
2,2r,parE.pontudo,Castuta,kas-'tu-ta,s,
2,2s,parE.pontudo,lampa,l~a-pa,s,
2,2t,parE.pontudo,Gicofapo,Zi-ko-'fa-po,s,
2,2u,parE.pontudo,Pocatu,po-ka-'tu,s,
2,2v,parE.pontudo,Pessoguda,pe-so-'gu-da,s,
2,2w,parE.pontudo,Zapiu,za-'piw,s,
2,2y,parE.pontudo,Necofem,ne-'ko-f~e,s,
2,2z,parE.pontudo,Restititusrininas,hes-ti-ti-tus-hi-'ni-nas,n,outro
2,2aa,parE.pontudo,trinune,tri-'nu-ne,s,
2,2bb,parE.pontudo,So consigo pensar em estrela <U+0001F92D>,so k~o-'si-go p~e-'saR ~e es-'tre-la <u+0001f92d>,n,palavra do pb
2,2dd,parE.pontudo,trima,tri-ma,s,
2,2ee,parE.pontudo,komi,ko-'mi,s,
2,2ff,parE.pontudo,Lidri,li-'dri,s,
2,2gg,parE.pontudo,topelo,to-'pe-lo,s,
2,2hh,parE.pontudo,artesqui,aR-tes-'ki,n,palavra do pb
2,2ii,parE.pontudo,Vestrisnam,ves-'tris-n~a,s,
2,2jj,parE.pontudo,tritoscu,tri-tos-'ku,s,
2,2a,parF.pontudo,Rapito,ha-'pi-to,s,
2,2b,parF.pontudo,Parelo,pa-'re-lo,s,
2,2c,parF.pontudo,Sacralo,sa-'kra-lo,s,
2,2d,parF.pontudo,éqzar,e-q-zaR,n,ortografia
2,2e,parF.pontudo,zutim,zu-'t~i,s,
2,2f,parF.pontudo,lasa,la-za,s,
2,2g,parF.pontudo,Pling,pl~i,n,outro
2,2h,parF.pontudo,Andex,~a-deS,s,
2,2i,parF.pontudo,Trilisa,tri-'li-za,s,
2,2j,parF.pontudo,esquazizap,es-kwa-zi-'za-pi,n,outro
2,2k,parF.pontudo,Cristal,kris-'taw,n,palavra do pb
2,2l,parF.pontudo,Leriae,le-ri-'a-e,s,
2,2m,parF.pontudo,Troc,tro-c,n,outro
2,2n,parF.pontudo,Tritóide,tri-'toj-de,s,
2,2o,parF.pontudo,Chito,ki-to,s,
2,2p,parF.pontudo,Esdeadio,es-de-a-'dio,s,
2,2q,parF.pontudo,Crístide,kris-ti-de,s,
2,2r,parF.pontudo,Funtadi,f~u-ta-'di,s,
2,2s,parF.pontudo,faica,faj-ka,s,
2,2t,parF.pontudo,Ventiqui,v~e-ti-'ki,s,
2,2u,parF.pontudo,Frivoto,fri-'vo-to,s,
2,2v,parF.pontudo,Triangleta,tri-~a-'gle-ta,n,palavra do pb
2,2w,parF.pontudo,Trililin,tri-li-'l~i,s,
2,2y,parF.pontudo,Juper,Zu-'peR,s,
2,2z,parF.pontudo,Uivaragra,uj-va-'ra-gra,s,
2,2aa,parF.pontudo,triletu,tri-le-'tu,s,
2,2bb,parF.pontudo,Tribilos,tri-'bi-los,s,
2,2dd,parF.pontudo,pintaco,p~i-'ta-ko,s,
2,2ee,parF.pontudo,premine,pre-'mi-ne,s,
2,2ff,parF.pontudo,Tradiz,tra-'dis,s,
2,2gg,parF.pontudo,azuzo,a-'zu-zo,s,
2,2hh,parF.pontudo,Traque,tra-ke,s,
2,2ii,parF.pontudo,Vampidotre,v~a-pi-'do-tre,s,
2,2jj,parF.pontudo,patrita,pa-'tri-ta,s,
2,2a,parF.redondo,Iolago,i-o-'la-go,s,
2,2b,parF.redondo,Virite,vi-'ri-te,s,
2,2c,parF.redondo,Caldequisto,kaw-de-'kis-to,s,
2,2d,parF.redondo,tôum,towm,s,
2,2e,parF.redondo,pleõ,ple-'~o,s,
2,2f,parF.redondo,biruba,bi-'ru-ba,s,
2,2g,parF.redondo,Tauya,tawja,n,ortografia
2,2h,parF.redondo,Tandala,t~a-'da-la,s,
2,2i,parF.redondo,Grenulum,gre-nu-'l~u,s,
2,2j,parF.redondo,curvalula,kuR-va-'lu-la,s,
2,2k,parF.redondo,Rio,hio,n,palavra do pb
2,2l,parF.redondo,Dalio,da-'lio,s,
2,2m,parF.redondo,Ontom,~o-t~o,s,
2,2n,parF.redondo,Brilula,bri-'lu-la,s,
2,2o,parF.redondo,Aume,aw-me,s,
2,2p,parF.redondo,Oceacro,o-se-'a-kro,s,
2,2q,parF.redondo,Olol,o-'low,s,
2,2r,parF.redondo,Cloidê,kloj-'de,s,
2,2s,parF.redondo,palingo,pa-'l~i-go,s,
2,2t,parF.redondo,Marcorron,maR-'ko-h~o,s,
2,2u,parF.redondo,Rolamado,ho-la-'ma-do,s,
2,2v,parF.redondo,Olhovini,o-Lo-vi-'ni,n,palavra do pb
2,2w,parF.redondo,Vuusmi,vuus-'mi,n,ortografia
2,2y,parF.redondo,Vaixo,vaj-So,s,
2,2z,parF.redondo,Esbeledeverdereadre,es-be-le-de-veR-de-re-'a-dre,n,outro
2,2aa,parF.redondo,conva,k~o-va,s,
2,2bb,parF.redondo,Belotos,be-'lo-tos,s,
2,2dd,parF.redondo,lambela,l~a-'be-la,s,
2,2ee,parF.redondo,caburu,ka-bu-'ru,s,
2,2ff,parF.redondo,Unuli,u-nu-'li,s,
2,2gg,parF.redondo,songo,s~o-go,s,
2,2hh,parF.redondo,Gorlas,goR-las,s,
2,2ii,parF.redondo,Voilarove,voj-la-'ro-ve,s,
2,2jj,parF.redondo,colusca,ko-'luS-ka,s,
